AGE2	YIL044C	298
AGP1	YCL025C	633
AGP2	YBR132C	596
AGP3	YFL055W	558
AGX1	YFL030W	385
AHA1	YDR214W	350
AHC1	YOR023C	566
AHC2	YCR082W	128
AHK1	YDL073W	984
AHP1	YLR109W	176
AHT1	YHR093W	182
AI1	Q0050	834
AI2	Q0055	854
AI3	Q0060	415
AI4	Q0065	556
AI5_ALPHA	Q0070	630
AI5_BETA	Q0075	354
AIF1	YNR074C	378
AIM10	YER087W	576
AIM11	YER093C-A	137
AIM14	YGL160W	570
AIM17	YHL021C	465
AIM18	YHR198C	321
AIM19	YIL087C	157
AIM2	YAL049C	246
AIM20	YIL158W	204
AIM21	YIR003W	679
AIM22	YJL046W	409
AIM23	YJL131C	356
AIM24	YJR080C	394
AIM25	YJR100C	327
AIM26	YKL037W	118
AIM29	YKR074W	155
AIM3	YBR108W	947
AIM32	YML050W	311
AIM33	YML087C	312
AIM34	YMR003W	198
AIM36	YMR157C	255
AIM39	YOL053W	395
AIM4	YBR194W	123
AIM41	YOR215C	185
AIM44	YPL158C	758
AIM45	YPR004C	344
AIM46	YHR199C	310
AIM6	YDL237W	390
AIM7	YDR063W	149
AIM9	YER080W	627
AIP1	YMR092C	615
AIR1	YIL079C	360
AIR2	YDL175C	344
AKL1	YBR059C	1108
AKR1	YDR264C	764
AKR2	YOR034C	749
ALA1	YOR335C	958
ALB1	YJL122W	175
ALD2	YMR170C	506
ALD3	YMR169C	506
ALD4	YOR374W	519
ALD5	YER073W	520
ALD6	YPL061W	500
ALE1	YOR175C	619
ALF1	YNL148C	254
ALG1	YBR110W	449
ALG11	YNL048W	548
ALG12	YNR030W	551
ALG13	YGL047W	202
ALG14	YBR070C	237
ALG2	YGL065C	503
ALG3	YBL082C	458
ALG5	YPL227C	334
ALG6	YOR002W	544
ALG7	YBR243C	448
ALG8	YOR067C	577
ALG9	YNL219C	555
ALK1	YGL021W	760
ALK2	YBL009W	676
ALO1	YML086C	526
ALP1	YNL270C	573
ALR1	YOL130W	859
ALR2	YFL050C	858
ALT1	YLR089C	592
ALT2	YDR111C	507
ALY1	YKR021W	915
ALY2	YJL084C	1046
AMA1	YGR225W	593
AMD1	YML035C	810
AMD2	YDR242W	549
AME1	YBR211C	324
AMF1	YOR378W	515
AMN1	YBR158W	549
AMS1	YGL156W	1083
ANB1	YJR047C	157
ANP1	YEL036C	500
ANR2	YKL047W	516
ANS1	YHR126C	159
ANT1	YPR128C	328
ANY1	YMR010W	405
AOS1	YPR180W	347
APA1	YCL050C	321
APA2	YDR530C	325
APC1	YNL172W	1748
APC11	YDL008W	165
APC2	YLR127C	853
APC4	YDR118W	652
APC5	YOR249C	685
APC9	YLR102C	265
APD1	YBR151W	316
APE1	YKL103C	514
APE2	YKL157W	952
APE3	YBR286W	537
APE4	YHR113W	490
API2	YDR525W	109
APJ1	YNL077W	528
APL1	YJR005W	700
APL2	YKL135C	726
APL3	YBL037W	1025
APL4	YPR029C	832
APL5	YPL195W	932
APL6	YGR261C	809
APM1	YPL259C	475
APM2	YHL019C	605
APM3	YBR288C	483
APM4	YOL062C	491
APN1	YKL114C	367
APN2	YBL019W	520
APP1	YNL094W	587
APQ12	YIL040W	138
APQ13	YJL075C	138
APS1	YLR170C	156
APS2	YJR058C	147
APS3	YJL024C	194
APT1	YML022W	187
APT2	YDR441C	181
AQR1	YNL065W	586
AQY1	YPR192W	305
AQY2	YLL052C	149
AQY3	YFL054C	646
ARA1	YBR149W	344
ARA2	YMR041C	335
ARB1	YER036C	610
ARC1	YGL105W	376
ARC15	YIL062C	154
ARC18	YLR370C	178
ARC19	YKL013C	171
ARC35	YNR035C	342
ARC40	YBR234C	384
ARD1	YHR013C	238
ARE1	YCR048W	610
ARE2	YNR019W	642
ARF1	YDL192W	181
ARF2	YDL137W	181
ARF3	YOR094W	183
ARG1	YOL058W	420
ARG2	YJL071W	574
ARG3	YJL088W	338
ARG4	YHR018C	463
ARG5,6	YER069W	863
ARG7	YMR062C	441
ARG8	YOL140W	423
ARG80	YMR042W	177
ARG81	YML099C	880
ARG82	YDR173C	355
ARH1	YDR376W	493
ARI1	YGL157W	347
ARK1	YNL020C	638
ARL1	YBR164C	183
ARL3	YPL051W	198
ARN1	YHL040C	627
ARN2	YHL047C	620
ARO1	YDR127W	1588
ARO10	YDR380W	635
ARO2	YGL148W	376
ARO3	YDR035W	370
ARO4	YBR249C	370
ARO7	YPR060C	256
ARO8	YGL202W	500
ARO80	YDR421W	950
ARO9	YHR137W	513
ARP1	YHR129C	384
ARP10	YDR106W	284
ARP2	YDL029W	391
ARP3	YJR065C	449
ARP4	YJL081C	489
ARP5	YNL059C	755
ARP6	YLR085C	438
ARP7	YPR034W	477
ARP8	YOR141C	881
ARP9	YMR033W	467
ARR1	YPR199C	294
ARR2	YPR200C	130
ARR3	YPR201W	404
ART10	YLR392C	518
ART5	YGR068C	586
ARV1	YLR242C	321
ARX1	YDR101C	593
ASA1	YPR085C	443
ASC1	YMR116C	319
ASE1	YOR058C	885
ASF1	YJL115W	279
ASF2	YDL197C	525
ASG1	YIL130W	964
ASG7	YJL170C	209
ASH1	YKL185W	588
ASI1	YMR119W	624
ASI2	YNL159C	289
ASI3	YNL008C	676
ASK1	YKL052C	292
ASK10	YGR097W	1146
ASM4	YDL088C	528
ASN1	YPR145W	572
ASN2	YGR124W	572
ASP1	YDR321W	381
ASP3-1	YLR155C	362
ASP3-2	YLR157C	362
ASP3-3	YLR158C	362
ASP3-4	YLR160C	362
ASR1	YPR093C	288
AST1	YBL069W	429
AST2	YER101C	430
ATC1	YDR184C	294
ATE1	YGL017W	503
ATF1	YOR377W	525
ATF2	YGR177C	535
ATG1	YGL180W	897
ATG10	YLL042C	167
ATG11	YPR049C	1178
ATG12	YBR217W	186
ATG13	YPR185W	738
ATG14	YBR128C	344
ATG15	YCR068W	520
ATG16	YMR159C	150
ATG17	YLR423C	417
ATG18	YFR021W	500
ATG19	YOL082W	415
ATG2	YNL242W	1592
ATG20	YDL113C	640
ATG21	YPL100W	496
ATG22	YCL038C	528
ATG23	YLR431C	453
ATG26	YLR189C	1198
ATG27	YJL178C	271
ATG29	YPL166W	213
ATG3	YNR007C	310
ATG31	YDR022C	196
ATG32	YIL146C	529
ATG33	YLR356W	197
ATG34	YOL083W	412
ATG36	YJL185C	293
ATG38	YLR211C	226
ATG39	YLR312C	398
ATG4	YNL223W	494
ATG40	YOR152C	256
ATG41	YPL250C	136
ATG42	YBR139W	508
ATG5	YPL149W	294
ATG7	YHR171W	630
ATG8	YBL078C	117
ATG9	YDL149W	997
ATH1	YPR026W	1211
ATM1	YMR301C	690
ATO2	YNR002C	282
ATO3	YDR384C	275
ATP1	YBL099W	545
ATP10	YLR393W	279
ATP11	YNL315C	318
ATP12	YJL180C	325
ATP14	YLR295C	124
ATP15	YPL271W	62
ATP16	YDL004W	160
ATP17	YDR377W	101
ATP18	YML081C-A	59
ATP19	YOL077W-A	68
ATP2	YJR121W	511
ATP20	YPR020W	115
ATP22	YDR350C	684
ATP23	YNR020C	270
ATP25	YMR098C	612
ATP3	YBR039W	311
ATP4	YPL078C	244
ATP5	YDR298C	212
ATP6	Q0085	259
ATP7	YKL016C	174
ATP8	Q0080	48
ATR1	YML116W	542
ATS1	YAL020C	333
ATX1	YNL259C	73
ATX2	YOR079C	313
AUA1	YFL010W-A	94
AUR1	YKL004W	401
AUS1	YOR011W	1394
AVL9	YLR114C	764
AVO1	YOL078W	1176
AVO2	YMR068W	426
AVT1	YJR001W	602
AVT2	YEL064C	480
AVT3	YKL146W	692
AVT4	YNL101W	713
AVT5	YBL089W	459
AVT6	YER119C	448
AVT7	YIL088C	490
AXL1	YPR122W	1208
AXL2	YIL140W	823
AYR1	YIL124W	297
AYT1	YLL063C	474
AZF1	YOR113W	914
AZR1	YGR224W	613
BAG7	YOR134W	409
BAP2	YBR068C	609
BAP3	YDR046C	604
BAR1	YIL015W	587
BAS1	YKR099W	811
BAT1	YHR208W	393
BAT2	YJR148W	376
BBC1	YJL020C	1157
BBP1	YPL255W	385
BCD1	YHR040W	366
BCH1	YMR237W	724
BCH2	YKR027W	765
BCK1	YJL095W	1478
BCK2	YER167W	851
BCP1	YDR361C	283
BCS1	YDR375C	456
BCY1	YIL033C	416
BDF1	YLR399C	686
BDF2	YDL070W	638
BDH1	YAL060W	382
BDH2	YAL061W	417
BDP1	YNL039W	594
BDS1	YOL164W	646
BEM1	YBR200W	551
BEM2	YER155C	2167
BEM3	YPL115C	1128
BEM4	YPL161C	633
BER1	YLR412W	274
BET1	YIL004C	142
BET2	YPR176C	325
BET3	YKR068C	193
BET4	YJL031C	327
BET5	YML077W	159
BFA1	YJR053W	574
BFR1	YOR198C	470
BFR2	YDR299W	534
BGL2	YGR282C	313
BI2	Q0110	423
BI3	Q0115	517
BI4	Q0120	638
BIG1	YHR101C	335
BIK1	YCL029C	440
BIL1	YOR304C-A	76
BIM1	YER016W	344
BIO2	YGR286C	375
BIO3	YNR058W	480
BIO4	YNR057C	237
BIO5	YNR056C	561
BIR1	YJR089W	954
BIT2	YBR270C	545
BIT61	YJL058C	543
BLI1	YKL061W	113
BLM10	YFL007W	2143
BLS1	YLR408C	122
BMH1	YER177W	267
BMH2	YDR099W	273
BMS1	YPL217C	1183
BMT2	YBR141C	337
BMT5	YIL096C	336
BMT6	YLR063W	365
BNA1	YJR025C	177
BNA2	YJR078W	453
BNA3	YJL060W	444
BNA4	YBL098W	460
BNA5	YLR231C	453
BNA6	YFR047C	295
BNA7	YDR428C	261
BNI1	YNL271C	1953
BNI4	YNL233W	892
BNI5	YNL166C	448
BNR1	YIL159W	1375
BNS1	YGR230W	137
BOI1	YBL085W	980
BOI2	YER114C	1040
BOL1	YAL044W-A	110
BOL2	YGL220W	120
BOL3	YAL046C	118
BOP2	YLR267W	570
BOP3	YNL042W	396
BOR1	YNL275W	576
BOS1	YLR078C	244
BPH1	YCR032W	2167
BPL1	YDL141W	690
BPT1	YLL015W	1559
BRE1	YDL074C	700
BRE2	YLR015W	505
BRE4	YDL231C	1125
BRE5	YNR051C	515
BRF1	YGR246C	596
BRL1	YHR036W	471
BRN1	YBL097W	754
BRO1	YPL084W	844
BRP1	YGL007W	125
BRR1	YPR057W	341
BRR2	YER172C	2163
BRR6	YGL247W	197
BRX1	YOL077C	291
BSC1	YDL037C	328
BSC2	YDR275W	235
BSC3	YLR465C	102
BSC4	YNL269W	131
BSC5	YNR069C	489
BSC6	YOL137W	497
BSD2	YBR290W	321
BSP1	YPR171W	576
BST1	YFL025C	1029
BTN2	YGR142W	410
BTS1	YPL069C	335
BTT1	YDR252W	149
BUB1	YGR188C	1021
BUB2	YMR055C	306
BUB3	YOR026W	341
BUD13	YGL174W	266
BUD14	YAR014C	709
BUD16	YEL029C	312
BUD17	YNR027W	317
BUD19	YJL188C	102
BUD2	YKL092C	1104
BUD20	YLR074C	166
BUD21	YOR078W	214
BUD22	YMR014W	519
BUD23	YCR047C	275
BUD25	YER014C-A	153
BUD26	YDR241W	95
BUD27	YFL023W	796
BUD28	YLR062C	125
BUD3	YCL014W	1636
BUD30	YDL151C	193
BUD31	YCR063W	157
BUD32	YGR262C	261
BUD4	YJR092W	1447
BUD5	YCR038C	642
BUD6	YLR319C	788
BUD7	YOR299W	746
BUD8	YLR353W	603
BUD9	YGR041W	547
BUG1	YDL099W	341
BUL1	YMR275C	976
BUL2	YML111W	920
BUR2	YLR226W	395
BUR6	YER159C	142
BXI1	YNL305C	297
BYE1	YKL005C	594
BZZ1	YHR114W	633
CAB1	YDR531W	367
CAB2	YIL083C	365
CAB3	YKL088W	571
CAB4	YGR277C	305
CAB5	YDR196C	241
CAC2	YML102W	468
CAD1	YDR423C	409
CAF120	YNL278W	1060
CAF130	YGR134W	1122
CAF16	YFL028C	289
CAF20	YOR276W	161
CAF4	YKR036C	643
CAF40	YNL288W	373
CAJ1	YER048C	391
CAK1	YFL029C	368
CAM1	YPL048W	415
CAN1	YEL063C	590
CAP1	YKL007W	268
CAP2	YIL034C	287
CAR1	YPL111W	333
CAR2	YLR438W	424
CAT2	YML042W	670
CAT5	YOR125C	233
CAT8	YMR280C	1433
CAX4	YGR036C	239
CBC2	YPL178W	208
CBF1	YJR060W	351
CBF2	YGR140W	956
CBF5	YLR175W	483
CBK1	YNL161W	756
CBP1	YJL209W	654
CBP2	YHL038C	630
CBP3	YPL215W	335
CBP4	YGR174C	170
CBP6	YBR120C	162
CBR1	YIL043C	284
CBS1	YDL069C	229
CBS2	YDR197W	389
CBT1	YKL208W	271
CCA1	YER168C	546
CCC1	YLR220W	322
CCC2	YDR270W	1004
CCE1	YKL011C	353
CCH1	YGR217W	2039
CCL1	YPR025C	393
CCM1	YGR150C	864
CCP1	YKR066C	361
CCR4	YAL021C	837
CCS1	YMR038C	249
CCT2	YIL142W	527
CCT3	YJL014W	534
CCT4	YDL143W	528
CCT5	YJR064W	562
CCT6	YDR188W	546
CCT7	YJL111W	550
CCT8	YJL008C	568
CCW12	YLR110C	133
CCW14	YLR390W-A	238
CCW22	YDR134C	136
CCZ1	YBR131W	704
CDA1	YLR307W	301
CDA2	YLR308W	312
CDC1	YDR182W	491
CDC10	YCR002C	322
CDC11	YJR076C	415
CDC12	YHR107C	407
CDC123	YLR215C	360
CDC13	YDL220C	924
CDC14	YFR028C	551
CDC15	YAR019C	974
CDC16	YKL022C	840
CDC19	YAL038W	500
CDC20	YGL116W	610
CDC21	YOR074C	304
CDC23	YHR166C	626
CDC24	YAL041W	854
CDC25	YLR310C	1589
CDC26	YFR036W	124
CDC27	YBL084C	758
CDC28	YBR160W	298
CDC3	YLR314C	520
CDC31	YOR257W	161
CDC33	YOL139C	213
CDC34	YDR054C	295
CDC36	YDL165W	191
CDC37	YDR168W	506
CDC39	YCR093W	2108
CDC4	YFL009W	779
CDC40	YDR364C	455
CDC42	YLR229C	191
CDC43	YGL155W	376
CDC45	YLR103C	650
CDC48	YDL126C	835
CDC5	YMR001C	705
CDC50	YCR094W	391
CDC53	YDL132W	815
CDC55	YGL190C	526
CDC6	YJL194W	513
CDC60	YPL160W	1090
CDC7	YDL017W	507
CDC73	YLR418C	393
CDC8	YJR057W	216
CDC9	YDL164C	755
CDD1	YLR245C	142
CDH1	YGL003C	566
CDS1	YBR029C	457
CEF1	YMR213W	590
CEG1	YGL130W	459
CEM1	YER061C	442
CEP3	YMR168C	608
CET1	YPL228W	549
CEX1	YOR112W	761
CFD1	YIL003W	293
CFT1	YDR301W	1357
CFT2	YLR115W	859
CGI121	YML036W	181
CGR1	YGL029W	120
CHA1	YCL064C	360
CHA4	YLR098C	648
CHC1	YGL206C	1653
CHD1	YER164W	1468
CHK1	YBR274W	527
CHL1	YPL008W	861
CHL4	YDR254W	458
CHM7	YJL049W	450
CHO1	YER026C	276
CHO2	YGR157W	869
CHS1	YNL192W	1131
CHS2	YBR038W	963
CHS3	YBR023C	1165
CHS5	YLR330W	671
CHS6	YJL099W	746
CHS7	YHR142W	316
CHZ1	YER030W	153
CIA1	YDR267C	330
CIA2	YHR122W	231
CIC1	YHR052W	376
CIK1	YMR198W	594
CIN1	YOR349W	1014
CIN10	YDR387C	555
CIN2	YPL241C	268
CIN4	YMR138W	191
CIN5	YOR028C	295
CIN8	YEL061C	1000
CIP1	YPL014W	381
CIR1	YGR207C	261
CIR2	YOR356W	631
CIS1	YLR346C	101
CIS3	YJL158C	227
CIT1	YNR001C	479
CIT2	YCR005C	460
CIT3	YPR001W	486
CKA1	YIL035C	372
CKA2	YOR061W	339
CKB1	YGL019W	278
CKB2	YOR039W	258
CKI1	YLR133W	582
CKS1	YBR135W	150
CLA4	YNL298W	842
CLB1	YGR108W	471
CLB2	YPR119W	491
CLB3	YDL155W	427
CLB4	YLR210W	460
CLB5	YPR120C	435
CLB6	YGR109C	380
CLC1	YGR167W	233
CLD1	YGR110W	445
CLF1	YLR117C	687
CLG1	YGL215W	452
CLN1	YMR199W	546
CLN2	YPL256C	545
CLN3	YAL040C	580
CLP1	YOR250C	445
CLU1	YMR012W	1277
CMC1	YKL137W	111
CMC2	YBL059C-A	109
CMC4	YMR194C-B	73
CMD1	YBR109C	147
CMG1	YLR271W	274
CMI7	YIL002W-A	69
CMI8	YDR461C-A	80
CMK1	YFR014C	446
CMK2	YOL016C	447
CMP2	YML057W	604
CMR1	YDL156W	522
CMR2	YOR093C	1648
CMR3	YPR013C	317
CMS1	YLR003C	291
CNA1	YLR433C	553
CNB1	YKL190W	175
CNE1	YAL058W	502
CNL1	YDR357C	122
CNM67	YNL225C	581
CNN1	YFR046C	361
CNS1	YBR155W	385
COA1	YIL157C	197
COA2	YPL189C-A	68
COA3	YJL062W-A	85
COA4	YLR218C	150
COA6	YMR244C-A	104
COB	Q0105	385
COF1	YLL050C	143
COG1	YGL223C	417
COG2	YGR120C	262
COG3	YER157W	801
COG4	YPR105C	861
COG5	YNL051W	403
COG6	YNL041C	839
COG7	YGL005C	279
COG8	YML071C	607
COI1	YDR381C-A	114
COM2	YER130C	443
COP1	YDL145C	1201
COQ1	YBR003W	473
COQ10	YOL008W	207
COQ11	YLR290C	277
COQ2	YNR041C	372
COQ21	YBR230W-A	66
COQ3	YOL096C	312
COQ4	YDR204W	335
COQ5	YML110C	307
COQ6	YGR255C	479
COQ8	YGL119W	501
COQ9	YLR201C	260
COR1	YBL045C	457
COS1	YNL336W	381
COS10	YNR075W	374
COS111	YBR203W	924
COS12	YGL263W	380
COS2	YBR302C	379
COS3	YML132W	379
COS4	YFL062W	379
COS5	YJR161C	383
COS6	YGR295C	381
COS7	YDL248W	383
COS8	YHL048W	381
COS9	YKL219W	407
COT1	YOR316C	439
COX1	Q0045	534
COX10	YPL172C	462
COX11	YPL132W	300
COX12	YLR038C	83
COX13	YGL191W	129
COX14	YML129C	70
COX15	YER141W	486
COX16	YJL003W	118
COX17	YLL009C	69
COX18	YGR062C	316
COX19	YLL018C-A	98
COX2	Q0250	251
COX20	YDR231C	205
COX23	YHR116W	151
COX26	YDR119W-A	66
COX3	Q0275	269
COX4	YGL187C	155
COX5A	YNL052W	153
COX5B	YIL111W	151
COX6	YHR051W	148
COX7	YMR256C	60
COX8	YLR395C	78
COX9	YDL067C	59
COY1	YKL179C	679
CPA1	YOR303W	411
CPA2	YJR109C	1118
CPD1	YGR247W	239
CPR1	YDR155C	162
CPR2	YHR057C	205
CPR3	YML078W	182
CPR4	YCR069W	318
CPR5	YDR304C	225
CPR6	YLR216C	371
CPR7	YJR032W	393
CPR8	YNR028W	308
CPS1	YJL172W	576
CPT1	YNL130C	393
CRC1	YOR100C	327
CRD1	YDL142C	283
CRF1	YDR223W	467
CRG1	YHR209W	291
CRH1	YGR189C	507
CRM1	YGR218W	1084
CRN1	YLR429W	651
CRP1	YHR146W	465
CRR1	YLR213C	422
CRS5	YOR031W	69
CRT10	YOL063C	957
CRZ1	YNL027W	678
CSC1	YLR241W	782
CSE1	YGL238W	960
CSE2	YNR010W	149
CSE4	YKL049C	229
CSF1	YLR087C	2958
CSG2	YBR036C	410
CSH1	YBR161W	376
CSI1	YMR025W	295
CSI2	YOL007C	341
CSL4	YNL232W	292
CSM1	YCR086W	190
CSM2	YIL132C	213
CSM3	YMR048W	317
CSM4	YPL200W	156
CSN9	YDR179C	162
CSR1	YLR380W	408
CSR2	YPR030W	1121
CSS1	YIL169C	995
CSS2	YFR020W	232
CSS3	YOL159C	171
CST26	YBR042C	397
CST6	YIL036W	587
CST9	YLR394W	482
CTA1	YDR256C	515
CTF13	YMR094W	478
CTF18	YMR078C	741
CTF19	YPL018W	369
CTF3	YLR381W	733
CTF4	YPR135W	927
CTF8	YHR191C	133
CTH1	YDR151C	325
CTI6	YPL181W	506
CTK1	YKL139W	528
CTK2	YJL006C	323
CTK3	YML112W	296
CTL1	YMR180C	320
CTM1	YHR109W	585
CTO1	YCR015C	317
CTP1	YBR291C	299
CTR1	YPR124W	406
CTR2	YHR175W	189
CTR3	YLR411W	241
CTR86	YCR054C	563
CTR9	YOL145C	1077
CTS1	YLR286C	562
CTS2	YDR371W	511
CTT1	YGR088W	562
CUB1	YPL260W	551
CUE1	YMR264W	203
CUE2	YKL090W	443
CUE3	YGL110C	624
CUE4	YML101C	117
CUE5	YOR042W	411
CUL3	YGR003W	744
CUP1-1	YHR053C	61
CUP1-2	YHR055C	61
CUP2	YGL166W	225
CUP9	YPL177C	306
CUR1	YPR158W	252
CUS1	YMR240C	436
CUS2	YNL286W	285
CUZ1	YNL155W	274
CWC15	YDR163W	175
CWC2	YDL209C	339
CWC21	YDR482C	135
CWC22	YGR278W	577
CWC23	YGL128C	283
CWC24	YLR323C	259
CWC25	YNL245C	179
CWC27	YPL064C	301
CWH41	YGL027C	833
CWH43	YCR017C	953
CWP1	YKL096W	239
CWP2	YKL096W-A	92
CYB2	YML054C	591
CYB5	YNL111C	120
CYC1	YJR048W	109
CYC2	YOR037W	366
CYC3	YAL039C	269
CYC7	YEL039C	113
CYC8	YBR112C	966
CYK3	YDL117W	885
CYM1	YDR430C	989
CYR1	YJL005W	2026
CYS3	YAL012W	394
CYS4	YGR155W	507
CYT1	YOR065W	309
CYT2	YKL087C	224
DAD1	YDR016C	94
DAD2	YKR083C	133
DAD3	YBR233W-A	94
DAD4	YDR320C-A	72
DAK1	YML070W	584
DAK2	YFL053W	591
DAL1	YIR027C	460
DAL2	YIR029W	343
DAL3	YIR032C	195
DAL4	YIR028W	635
DAL5	YJR152W	543
DAL7	YIR031C	554
DAL80	YKR034W	269
DAL81	YIR023W	970
DAL82	YNL314W	255
DAM1	YGR113W	343
DAN1	YJR150C	298
DAN4	YJR151C	1161
DAP1	YPL170W	152
DAP2	YHR028C	818
DAS1	YJL149W	663
DAS2	YDR020C	232
DAT1	YML113W	248
DBF2	YGR092W	572
DBF20	YPR111W	564
DBF4	YDR052C	704
DBP1	YPL119C	617
DBP10	YDL031W	995
DBP2	YNL112W	546
DBP3	YGL078C	523
DBP5	YOR046C	482
DBP6	YNR038W	629
DBP7	YKR024C	742
DBP8	YHR169W	431
DBP9	YLR276C	594
DBR1	YKL149C	405
DCC1	YCL016C	380
DCD1	YHR144C	312
DCG1	YIR030C	244
DCI1	YOR180C	271
DCK1	YLR422W	1932
DCN1	YLR128W	269
DCP1	YOL149W	231
DCP2	YNL118C	970
DCR2	YLR361C	578
DCS1	YLR270W	350
DCS2	YOR173W	353
DCV1	YFR012W	202
DCW1	YKL046C	449
DDC1	YPL194W	612
DDI1	YER143W	428
DDI2	YFL061W	225
DDI3	YNL335W	225
DDL1	YOR022C	715
DDP1	YOR163W	188
DDR2	YOL052C-A	61
DDR48	YMR173W	430
DED1	YOR204W	604
DED81	YHR019C	554
DEF1	YKL054C	738
DEG1	YFL001W	442
DEP1	YAL013W	405
DER1	YBR201W	211
DET1	YDR051C	334
DFG10	YIL049W	253
DFG16	YOR030W	619
DFG5	YMR238W	458
DFM1	YDR411C	341
DFR1	YOR236W	211
DGA1	YOR245C	418
DGK1	YOR311C	290
DGR1	YNL130C-A	48
DGR2	YKL121W	852
DHH1	YDL160C	506
DHR2	YKL078W	735
DIA1	YMR316W	336
DIA2	YOR080W	732
DIA3	YDL024C	468
DIA4	YHR011W	446
DIB1	YPR082C	143
DIC1	YLR348C	298
DID2	YKR035W-A	204
DID4	YKL002W	232
DIE2	YGR227W	525
DIF1	YLR437C	133
DIG1	YPL049C	452
DIG2	YDR480W	323
DIM1	YPL266W	318
DIN7	YDR263C	430
DIP2	YLR129W	943
DIP5	YPL265W	608
DIS3	YOL021C	1001
DIT1	YDR403W	536
DIT2	YDR402C	489
DJP1	YIR004W	432
DLD1	YDL174C	587
DLD2	YDL178W	530
DLD3	YEL071W	496
DLS1	YJL065C	167
DLT1	YMR126C	342
DMA1	YHR115C	416
DMA2	YNL116W	522
DMC1	YER179W	334
DML1	YMR211W	475
DNA2	YHR164C	1522
DNF1	YER166W	1571
DNF2	YDR093W	1612
DNF3	YMR162C	1656
DNL4	YOR005C	944
DNM1	YLL001W	757
DOA1	YKL213C	715
DOA4	YDR069C	926
DOC1	YGL240W	250
DOG1	YHR044C	246
DOG2	YHR043C	246
DOM34	YNL001W	386
DON1	YDR273W	365
DOP1	YDR141C	1698
DOS2	YDR068W	310
DOT1	YDR440W	582
DOT5	YIL010W	215
DOT6	YER088C	670
DPA10	YLR307C-A	87
DPB11	YJL090C	764
DPB2	YPR175W	689
DPB3	YBR278W	201
DPB4	YDR121W	196
DPC13	YGL041W-A	154
DPC25	YPL107W	248
DPC29	YGR021W	290
DPC7	YKL065W-A	73
DPH1	YIL103W	425
DPH2	YKL191W	534
DPH5	YLR172C	300
DPH6	YLR143W	685
DPI29	YNR040W	256
DPI34	YOR114W	294
DPI35	YMR130W	302
DPI8	YJL133C-A	74
DPL1	YDR294C	589
DPM1	YPR183W	267
DPP1	YDR284C	289
DPS1	YLL018C	557
DRE2	YKR071C	348
DRN1	YGR093W	507
DRS1	YLL008W	752
DRS2	YAL026C	1355
DSC2	YOL073C	322
DSC3	YOR223W	292
DSD1	YGL196W	428
DSE1	YER124C	573
DSE2	YHR143W	325
DSE3	YOR264W	430
DSE4	YNR067C	1117
DSF1	YEL070W	502
DSF2	YBR007C	736
DSK2	YMR276W	373
DSL1	YNL258C	754
DSN1	YIR010W	576
DSS1	YMR287C	969
DSS4	YPR017C	143
DST1	YGL043W	309
DTD1	YDL219W	150
DTR1	YBR180W	572
DUF1	YOL087C	1116
DUG1	YFR044C	481
DUG2	YBR281C	878
DUG3	YNL191W	357
DUN1	YDL101C	513
DUO1	YGL061C	247
